Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2026-02-26 04:45:00+00:00,25523.25,25562.0,25491.69921875,25558.599609375,0
2026-02-26 05:45:00+00:00,25459.30078125,25570.849609375,25446.75,25523.5,0
2026-02-26 06:45:00+00:00,25428.55078125,25468.5,25401.599609375,25458.05078125,0
2026-02-26 07:45:00+00:00,25453.44921875,25460.55078125,25403.400390625,25428.19921875,0
2026-02-26 08:45:00+00:00,25486.150390625,25527.150390625,25427.0,25456.650390625,0
2026-02-26 09:45:00+00:00,25493.30078125,25503.25,25482.94921875,25486.94921875,0
2026-02-27 03:45:00+00:00,25322.599609375,25470.150390625,25309.400390625,25470.150390625,0
2026-02-27 04:45:00+00:00,25335.0,25346.44921875,25292.650390625,25321.94921875,0
2026-02-27 05:45:00+00:00,25284.94921875,25341.650390625,25272.19921875,25334.55078125,0
2026-02-27 06:45:00+00:00,25289.69921875,25313.150390625,25269.650390625,25285.349609375,0
2026-02-27 07:45:00+00:00,25324.55078125,25352.05078125,25281.650390625,25288.80078125,0
2026-02-27 08:45:00+00:00,25167.900390625,25328.900390625,25142.349609375,25324.19921875,0
2026-02-27 09:45:00+00:00,25181.80078125,25189.099609375,25159.349609375,25168.80078125,0
2026-03-02 03:45:00+00:00,24884.849609375,24988.75,24722.0,24723.400390625,0
2026-03-02 04:45:00+00:00,24843.19921875,24887.849609375,24812.25,24885.349609375,0
2026-03-02 05:45:00+00:00,24744.55078125,24849.19921875,24743.25,24844.80078125,0
2026-03-02 06:45:00+00:00,24695.5,24756.0,24679.099609375,24743.5,0
2026-03-02 07:45:00+00:00,24787.400390625,24795.5,24603.94921875,24695.650390625,0
2026-03-02 08:45:00+00:00,24904.80078125,24904.80078125,24722.5,24787.5,0
2026-03-02 09:45:00+00:00,24849.75,24914.849609375,24845.19921875,24905.25,0
2026-03-04 03:45:00+00:00,24413.650390625,24471.19921875,24306.599609375,24421.44921875,0
2026-03-04 04:45:00+00:00,24435.44921875,24461.349609375,24375.69921875,24413.650390625,0
2026-03-04 05:45:00+00:00,24379.849609375,24438.900390625,24354.150390625,24436.400390625,0
2026-03-04 06:45:00+00:00,24461.0,24461.0,24357.75,24381.150390625,0
2026-03-04 07:45:00+00:00,24554.94921875,24556.44921875,24415.75,24461.44921875,0
2026-03-04 08:45:00+00:00,24465.94921875,24602.0,24457.44921875,24555.349609375,0
2026-03-04 09:45:00+00:00,24473.94921875,24482.150390625,24451.05078125,24464.849609375,0
2026-03-05 03:45:00+00:00,24596.25,24656.5,24530.69921875,24615.900390625,0
2026-03-05 04:45:00+00:00,24643.19921875,24672.5,24538.55078125,24597.05078125,0
2026-03-05 05:45:00+00:00,24615.5,24662.94921875,24556.900390625,24639.849609375,0
2026-03-05 06:45:00+00:00,24639.650390625,24665.94921875,24592.900390625,24615.650390625,0
2026-03-05 07:45:00+00:00,24553.75,24671.30078125,24547.349609375,24640.69921875,0
2026-03-05 08:45:00+00:00,24714.80078125,24853.900390625,24529.55078125,24554.150390625,0
2026-03-05 09:45:00+00:00,24737.44921875,24759.400390625,24706.05078125,24716.0,0
2026-03-06 03:45:00+00:00,24653.349609375,24688.099609375,24588.349609375,24656.400390625,0
2026-03-06 04:45:00+00:00,24617.599609375,24675.650390625,24575.75,24652.349609375,0
2026-03-06 05:45:00+00:00,24608.849609375,24654.55078125,24593.900390625,24617.400390625,0
2026-03-06 06:45:00+00:00,24602.650390625,24623.349609375,24576.05078125,24608.599609375,0
2026-03-06 07:45:00+00:00,24585.75,24623.5,24543.80078125,24602.05078125,0
2026-03-06 08:45:00+00:00,24441.650390625,24616.44921875,24431.5,24587.19921875,0
2026-03-06 09:45:00+00:00,24469.400390625,24474.400390625,24416.650390625,24441.099609375,0
2026-03-09 03:45:00+00:00,23807.25,23958.099609375,23697.849609375,23868.05078125,0
2026-03-09 04:45:00+00:00,23818.599609375,23896.0,23744.849609375,23806.19921875,0
2026-03-09 05:45:00+00:00,23855.80078125,23932.0,23787.349609375,23819.5,0
2026-03-09 06:45:00+00:00,23870.69921875,23918.19921875,23834.099609375,23855.349609375,0
2026-03-09 07:45:00+00:00,23881.349609375,23937.55078125,23853.849609375,23869.69921875,0
2026-03-09 08:45:00+00:00,24047.80078125,24075.849609375,23863.94921875,23883.599609375,0
2026-03-09 09:45:00+00:00,24007.599609375,24056.150390625,23994.69921875,24047.69921875,0
2026-03-10 03:45:00+00:00,24151.05078125,24296.900390625,24079.94921875,24287.099609375,0
2026-03-10 04:45:00+00:00,24222.400390625,24233.19921875,24149.30078125,24151.5,0
2026-03-10 05:45:00+00:00,24172.5,24255.30078125,24172.5,24222.19921875,0
2026-03-10 06:45:00+00:00,24209.349609375,24236.5,24142.44921875,24173.099609375,0
2026-03-10 07:45:00+00:00,24285.94921875,24294.0,24190.400390625,24209.900390625,0
2026-03-10 08:45:00+00:00,24258.0,24296.650390625,24201.94921875,24286.25,0
2026-03-10 09:45:00+00:00,24286.150390625,24302.5,24254.0,24257.400390625,0
2026-03-11 03:45:00+00:00,24116.5,24298.44921875,24109.849609375,24262.69921875,0
2026-03-11 04:45:00+00:00,24071.400390625,24141.94921875,24049.400390625,24117.099609375,0
2026-03-11 05:45:00+00:00,24011.599609375,24073.75,23972.349609375,24073.75,0
2026-03-11 06:45:00+00:00,23929.650390625,24024.19921875,23920.30078125,24012.55078125,0
2026-03-11 07:45:00+00:00,23939.94921875,24005.349609375,23914.19921875,23930.69921875,0
2026-03-11 08:45:00+00:00,23861.900390625,23977.05078125,23855.25,23940.94921875,0
2026-03-11 09:45:00+00:00,23848.19921875,23879.599609375,23837.05078125,23864.19921875,0
2026-03-12 03:45:00+00:00,23610.150390625,23696.349609375,23557.849609375,23686.599609375,0
2026-03-12 04:45:00+00:00,23741.05078125,23773.650390625,23589.900390625,23610.5,0
2026-03-12 05:45:00+00:00,23749.349609375,23756.650390625,23665.0,23741.75,0
2026-03-12 06:45:00+00:00,23715.25,23759.19921875,23656.400390625,23751.150390625,0
2026-03-12 07:45:00+00:00,23738.900390625,23832.650390625,23695.80078125,23718.30078125,0
2026-03-12 08:45:00+00:00,23633.900390625,23758.150390625,23605.55078125,23739.349609375,0
2026-03-12 09:45:00+00:00,23639.349609375,23652.150390625,23624.599609375,23636.349609375,0
2026-03-13 03:45:00+00:00,23329.80078125,23491.900390625,23311.849609375,23472.80078125,0
2026-03-13 04:45:00+00:00,23321.650390625,23379.55078125,23306.5,23330.94921875,0
2026-03-13 05:45:00+00:00,23336.150390625,23414.900390625,23309.650390625,23323.55078125,0
2026-03-13 06:45:00+00:00,23175.69921875,23338.900390625,23175.05078125,23338.900390625,0
2026-03-13 07:45:00+00:00,23201.849609375,23205.5,23113.30078125,23178.349609375,0
2026-03-13 08:45:00+00:00,23162.55078125,23258.599609375,23125.099609375,23203.650390625,0
2026-03-13 09:45:00+00:00,23170.900390625,23173.849609375,23138.5,23161.44921875,0
2026-03-16 03:45:00+00:00,23155.19921875,23284.349609375,23106.44921875,23125.650390625,0
2026-03-16 04:45:00+00:00,23092.349609375,23154.349609375,22955.55078125,23154.349609375,0
2026-03-16 05:45:00+00:00,23162.849609375,23218.150390625,23090.69921875,23093.55078125,0
2026-03-16 06:45:00+00:00,23116.80078125,23196.44921875,23086.349609375,23163.30078125,0
2026-03-16 07:45:00+00:00,23155.30078125,23180.69921875,23092.849609375,23117.94921875,0
2026-03-16 08:45:00+00:00,23435.25,23502.0,23134.599609375,23155.05078125,0
2026-03-16 09:45:00+00:00,23355.599609375,23436.05078125,23338.599609375,23435.80078125,0
2026-03-17 03:45:00+00:00,23526.0,23536.849609375,23347.400390625,23493.19921875,0
2026-03-17 04:45:00+00:00,23470.55078125,23576.55078125,23443.0,23525.849609375,0
2026-03-17 05:45:00+00:00,23435.30078125,23479.5,23355.69921875,23471.44921875,0
2026-03-17 06:45:00+00:00,23531.599609375,23533.5,23380.349609375,23435.150390625,0
2026-03-17 07:45:00+00:00,23600.44921875,23608.900390625,23504.150390625,23532.94921875,0
2026-03-17 08:45:00+00:00,23607.5,23656.19921875,23526.849609375,23600.0,0
2026-03-17 09:45:00+00:00,23557.5,23607.650390625,23546.55078125,23607.05078125,0
2026-03-18 03:45:00+00:00,23664.30078125,23754.349609375,23630.25,23634.30078125,0
2026-03-18 04:45:00+00:00,23785.30078125,23790.75,23664.650390625,23664.94921875,0
2026-03-18 05:45:00+00:00,23779.650390625,23835.099609375,23770.599609375,23784.69921875,0
2026-03-18 06:45:00+00:00,23803.19921875,23803.19921875,23760.900390625,23779.19921875,0
2026-03-18 07:45:00+00:00,23817.650390625,23858.75,23792.400390625,23802.400390625,0
2026-03-18 08:45:00+00:00,23792.55078125,23861.80078125,23766.900390625,23817.5,0
2026-03-18 09:45:00+00:00,23764.099609375,23792.900390625,23730.650390625,23792.349609375,0
2026-03-19 03:45:00+00:00,23236.650390625,23371.75,23209.099609375,23209.099609375,0
2026-03-19 04:45:00+00:00,23220.94921875,23317.80078125,23204.05078125,23234.75,0
2026-03-19 05:45:00+00:00,23265.5,23268.75,23207.55078125,23221.349609375,0
2026-03-19 06:45:00+00:00,23200.25,23281.19921875,23194.69921875,23265.5,0
2026-03-19 07:45:00+00:00,23111.30078125,23217.849609375,23088.94921875,23200.349609375,0
2026-03-19 08:45:00+00:00,22987.25,23137.05078125,22931.94921875,23111.55078125,0
2026-03-19 09:45:00+00:00,23087.849609375,23093.900390625,22977.650390625,22987.55078125,0
