Datetime,Open,High,Low,Close,Volume
2026-01-30 09:15:00+05:30,25261.25,25323.0,25219.150390625,25314.30078125,0
2026-01-30 10:15:00+05:30,25315.80078125,25319.650390625,25247.099609375,25255.44921875,0
2026-01-30 11:15:00+05:30,25255.349609375,25294.849609375,25232.0,25294.69921875,0
2026-01-30 12:15:00+05:30,25293.650390625,25316.599609375,25238.5,25247.05078125,0
2026-01-30 13:15:00+05:30,25247.400390625,25370.599609375,25213.80078125,25352.44921875,0
2026-01-30 14:15:00+05:30,25353.5,25368.80078125,25293.30078125,25319.69921875,0
2026-01-30 15:15:00+05:30,25321.0,25343.900390625,25309.599609375,25315.80078125,0
2026-02-03 09:15:00+05:30,26264.900390625,26290.19921875,25642.349609375,25671.0,0
2026-02-03 10:15:00+05:30,25672.349609375,25821.650390625,25672.349609375,25784.19921875,0
2026-02-03 11:15:00+05:30,25785.150390625,25863.150390625,25773.900390625,25836.55078125,0
2026-02-03 12:15:00+05:30,25837.349609375,25838.599609375,25767.55078125,25790.30078125,0
2026-02-03 13:15:00+05:30,25791.30078125,25811.849609375,25729.400390625,25775.150390625,0
2026-02-03 14:15:00+05:30,25774.400390625,25790.349609375,25696.849609375,25717.849609375,0
2026-02-03 15:15:00+05:30,25721.900390625,25749.44921875,25706.05078125,25714.80078125,0
2026-02-04 09:15:00+05:30,25659.900390625,25801.80078125,25572.30078125,25782.30078125,0
2026-02-04 10:15:00+05:30,25782.55078125,25787.05078125,25709.55078125,25723.94921875,0
2026-02-04 11:15:00+05:30,25724.0,25742.55078125,25685.94921875,25742.55078125,0
2026-02-04 12:15:00+05:30,25741.69921875,25762.94921875,25701.25,25736.75,0
2026-02-04 13:15:00+05:30,25735.900390625,25791.69921875,25727.849609375,25790.900390625,0
2026-02-04 14:15:00+05:30,25789.94921875,25818.30078125,25779.849609375,25783.099609375,0
2026-02-04 15:15:00+05:30,25783.0,25790.25,25737.5,25737.5,0
2026-02-05 09:15:00+05:30,25752.25,25752.25,25613.099609375,25672.75,0
2026-02-05 10:15:00+05:30,25672.5,25700.44921875,25611.94921875,25673.55078125,0
2026-02-05 11:15:00+05:30,25673.650390625,25680.19921875,25627.099609375,25629.80078125,0
2026-02-05 12:15:00+05:30,25629.69921875,25646.55078125,25604.099609375,25636.80078125,0
2026-02-05 13:15:00+05:30,25637.44921875,25657.30078125,25580.599609375,25596.94921875,0
2026-02-05 14:15:00+05:30,25597.44921875,25669.75,25589.900390625,25647.80078125,0
2026-02-05 15:15:00+05:30,25647.75,25649.75,25621.55078125,25641.599609375,0
2026-02-06 09:15:00+05:30,25610.5,25630.44921875,25504.75,25515.80078125,0
2026-02-06 10:15:00+05:30,25515.80078125,25576.400390625,25492.150390625,25576.400390625,0
2026-02-06 11:15:00+05:30,25577.80078125,25657.599609375,25564.599609375,25611.05078125,0
2026-02-06 12:15:00+05:30,25611.69921875,25614.349609375,25526.650390625,25561.44921875,0
2026-02-06 13:15:00+05:30,25562.099609375,25633.30078125,25549.099609375,25612.30078125,0
2026-02-06 14:15:00+05:30,25612.150390625,25703.44921875,25601.900390625,25698.5,0
2026-02-06 15:15:00+05:30,25697.75,25703.25,25660.19921875,25673.599609375,0
2026-02-09 09:15:00+05:30,25903.099609375,25903.099609375,25781.55078125,25801.599609375,0
2026-02-09 10:15:00+05:30,25800.099609375,25870.05078125,25794.0,25857.94921875,0
2026-02-09 11:15:00+05:30,25858.150390625,25868.349609375,25830.5,25856.25,0
2026-02-09 12:15:00+05:30,25856.599609375,25861.44921875,25819.94921875,25849.94921875,0
2026-02-09 13:15:00+05:30,25850.75,25860.0,25835.5,25844.400390625,0
2026-02-09 14:15:00+05:30,25845.25,25875.849609375,25836.25,25866.30078125,0
2026-02-09 15:15:00+05:30,25866.55078125,25870.55078125,25856.849609375,25863.30078125,0
2026-02-10 09:15:00+05:30,25912.849609375,25965.0,25871.44921875,25944.349609375,0
2026-02-10 10:15:00+05:30,25944.400390625,25978.55078125,25942.0,25959.650390625,0
2026-02-10 11:15:00+05:30,25960.05078125,25965.400390625,25941.900390625,25963.650390625,0
2026-02-10 12:15:00+05:30,25964.349609375,25989.19921875,25950.849609375,25977.75,0
2026-02-10 13:15:00+05:30,25978.0,25982.25,25893.19921875,25918.69921875,0
2026-02-10 14:15:00+05:30,25918.150390625,25967.400390625,25903.849609375,25933.94921875,0
2026-02-10 15:15:00+05:30,25934.30078125,25937.05078125,25906.05078125,25916.80078125,0
2026-02-11 09:15:00+05:30,26000.650390625,26000.650390625,25909.94921875,25917.900390625,0
2026-02-11 10:15:00+05:30,25918.05078125,25981.30078125,25916.900390625,25956.94921875,0
2026-02-11 11:15:00+05:30,25957.400390625,25979.05078125,25933.94921875,25953.94921875,0
2026-02-11 12:15:00+05:30,25954.44921875,25955.44921875,25900.19921875,25923.75,0
2026-02-11 13:15:00+05:30,25923.94921875,25969.19921875,25920.099609375,25956.19921875,0
2026-02-11 14:15:00+05:30,25955.94921875,25970.75,25937.19921875,25955.900390625,0
2026-02-11 15:15:00+05:30,25957.94921875,25958.650390625,25939.75,25945.349609375,0
2026-02-12 09:15:00+05:30,25892.30078125,25892.30078125,25823.80078125,25880.849609375,0
2026-02-12 10:15:00+05:30,25881.80078125,25882.599609375,25843.150390625,25849.150390625,0
2026-02-12 11:15:00+05:30,25849.55078125,25849.55078125,25806.849609375,25828.900390625,0
2026-02-12 12:15:00+05:30,25829.80078125,25859.849609375,25827.94921875,25835.75,0
2026-02-12 13:15:00+05:30,25836.44921875,25879.30078125,25805.849609375,25817.55078125,0
2026-02-12 14:15:00+05:30,25818.19921875,25840.69921875,25752.400390625,25807.44921875,0
2026-02-12 15:15:00+05:30,25805.349609375,25814.80078125,25790.400390625,25796.150390625,0
2026-02-13 09:15:00+05:30,25578.599609375,25625.099609375,25525.900390625,25531.75,0
2026-02-13 10:15:00+05:30,25531.5,25584.30078125,25513.55078125,25554.19921875,0
2026-02-13 11:15:00+05:30,25553.69921875,25576.69921875,25522.80078125,25573.400390625,0
2026-02-13 12:15:00+05:30,25573.5,25606.05078125,25531.650390625,25574.69921875,0
2026-02-13 13:15:00+05:30,25575.650390625,25586.849609375,25500.400390625,25534.599609375,0
2026-02-13 14:15:00+05:30,25535.0,25538.400390625,25473.150390625,25477.19921875,0
2026-02-13 15:15:00+05:30,25475.55078125,25489.80078125,25445.599609375,25460.55078125,0
2026-02-16 09:15:00+05:30,25427.44921875,25555.849609375,25376.05078125,25551.44921875,0
2026-02-16 10:15:00+05:30,25551.44921875,25561.150390625,25507.150390625,25534.55078125,0
2026-02-16 11:15:00+05:30,25533.849609375,25555.19921875,25503.05078125,25545.69921875,0
2026-02-16 12:15:00+05:30,25545.400390625,25590.5,25532.94921875,25571.349609375,0
2026-02-16 13:15:00+05:30,25571.44921875,25593.900390625,25544.849609375,25580.349609375,0
2026-02-16 14:15:00+05:30,25581.099609375,25695.849609375,25574.0,25686.75,0
2026-02-16 15:15:00+05:30,25687.05078125,25692.75,25673.0,25682.44921875,0
2026-02-17 09:15:00+05:30,25644.5,25681.400390625,25570.69921875,25679.25,0
2026-02-17 10:15:00+05:30,25679.400390625,25730.099609375,25642.75,25673.099609375,0
2026-02-17 11:15:00+05:30,25673.94921875,25745.349609375,25669.5,25721.69921875,0
2026-02-17 12:15:00+05:30,25722.55078125,25763.900390625,25713.900390625,25736.349609375,0
2026-02-17 13:15:00+05:30,25736.25,25761.94921875,25667.80078125,25670.94921875,0
2026-02-17 14:15:00+05:30,25670.69921875,25746.30078125,25662.599609375,25724.849609375,0
2026-02-17 15:15:00+05:30,25725.44921875,25731.849609375,25713.80078125,25716.0,0
2026-02-18 09:15:00+05:30,25754.650390625,25754.650390625,25651.05078125,25661.94921875,0
2026-02-18 10:15:00+05:30,25663.849609375,25709.0,25645.900390625,25700.05078125,0
2026-02-18 11:15:00+05:30,25700.69921875,25718.400390625,25676.55078125,25709.849609375,0
2026-02-18 12:15:00+05:30,25710.5,25742.05078125,25703.650390625,25731.5,0
2026-02-18 13:15:00+05:30,25730.94921875,25757.349609375,25695.75,25756.80078125,0
2026-02-18 14:15:00+05:30,25756.94921875,25827.150390625,25750.599609375,25821.94921875,0
2026-02-18 15:15:00+05:30,25820.05078125,25827.44921875,25805.05078125,25805.69921875,0
2026-02-19 09:15:00+05:30,25866.30078125,25879.599609375,25750.69921875,25756.44921875,0
2026-02-19 10:15:00+05:30,25757.75,25765.849609375,25708.75,25715.80078125,0
2026-02-19 11:15:00+05:30,25715.30078125,25720.69921875,25601.0,25603.5,0
2026-02-19 12:15:00+05:30,25602.849609375,25639.69921875,25568.19921875,25624.55078125,0
2026-02-19 13:15:00+05:30,25623.849609375,25636.25,25545.5,25571.400390625,0
2026-02-19 14:15:00+05:30,25570.900390625,25609.94921875,25442.0,25447.599609375,0
2026-02-19 15:15:00+05:30,25447.55078125,25447.55078125,25390.5,25416.44921875,0
2026-02-20 09:15:00+05:30,25406.349609375,25524.69921875,25380.349609375,25480.44921875,0
2026-02-20 10:15:00+05:30,25479.900390625,25606.0,25479.900390625,25561.849609375,0
2026-02-20 11:15:00+05:30,25563.349609375,25620.05078125,25562.150390625,25603.099609375,0
2026-02-20 12:15:00+05:30,25602.44921875,25663.349609375,25535.75,25554.599609375,0
2026-02-20 13:15:00+05:30,25554.5,25611.80078125,25532.0,25602.150390625,0
2026-02-20 14:15:00+05:30,25601.650390625,25652.849609375,25563.0,25571.94921875,0
2026-02-20 15:15:00+05:30,25570.849609375,25577.44921875,25538.900390625,25565.900390625,0
2026-02-23 09:15:00+05:30,25678.400390625,25770.69921875,25627.150390625,25717.849609375,0
2026-02-23 10:15:00+05:30,25717.349609375,25733.69921875,25646.599609375,25696.55078125,0
2026-02-23 11:15:00+05:30,25696.099609375,25699.19921875,25631.650390625,25662.0,0
2026-02-23 12:15:00+05:30,25661.599609375,25690.849609375,25631.55078125,25637.5,0
2026-02-23 13:15:00+05:30,25636.69921875,25680.30078125,25609.349609375,25629.849609375,0
2026-02-23 14:15:00+05:30,25630.69921875,25728.94921875,25619.75,25710.75,0
2026-02-23 15:15:00+05:30,25712.099609375,25722.5,25700.0,25704.25,0
2026-02-24 09:15:00+05:30,25641.80078125,25641.80078125,25483.599609375,25484.69921875,0
2026-02-24 10:15:00+05:30,25484.0,25515.0,25460.849609375,25505.849609375,0
2026-02-24 11:15:00+05:30,25505.69921875,25525.19921875,25447.150390625,25466.05078125,0
2026-02-24 12:15:00+05:30,25464.5,25466.94921875,25387.44921875,25424.599609375,0
2026-02-24 13:15:00+05:30,25424.599609375,25443.55078125,25328.0,25440.5,0
2026-02-24 14:15:00+05:30,25440.05078125,25446.099609375,25361.900390625,25421.19921875,0
2026-02-24 15:15:00+05:30,25422.19921875,25464.55078125,25416.650390625,25460.25,0
2026-02-25 09:15:00+05:30,25515.05078125,25632.900390625,25512.900390625,25631.75,0
2026-02-25 10:15:00+05:30,25631.599609375,25652.5,25607.5,25616.0,0
2026-02-25 11:15:00+05:30,25615.5,25622.19921875,25581.05078125,25600.19921875,0
2026-02-25 12:15:00+05:30,25599.69921875,25615.5,25440.30078125,25462.599609375,0
2026-02-25 13:15:00+05:30,25462.400390625,25485.19921875,25428.400390625,25457.099609375,0
2026-02-25 14:15:00+05:30,25457.30078125,25506.55078125,25439.94921875,25478.5,0
2026-02-25 15:15:00+05:30,25477.05078125,25488.25,25471.05078125,25478.650390625,0
2026-02-26 09:15:00+05:30,25551.55078125,25572.25,25488.30078125,25558.25,0
2026-02-26 10:15:00+05:30,25558.599609375,25562.0,25491.69921875,25523.25,0
2026-02-26 11:15:00+05:30,25523.5,25570.849609375,25446.75,25459.30078125,0
2026-02-26 12:15:00+05:30,25458.05078125,25468.5,25401.599609375,25428.55078125,0
2026-02-26 13:15:00+05:30,25428.19921875,25460.55078125,25403.400390625,25453.44921875,0
2026-02-26 14:15:00+05:30,25456.650390625,25527.150390625,25427.0,25486.150390625,0
2026-02-26 15:15:00+05:30,25486.94921875,25503.25,25482.94921875,25493.30078125,0
2026-02-27 09:15:00+05:30,25470.150390625,25470.150390625,25309.400390625,25322.599609375,0
2026-02-27 10:15:00+05:30,25321.94921875,25346.44921875,25292.650390625,25335.0,0
2026-02-27 11:15:00+05:30,25334.55078125,25341.650390625,25272.19921875,25284.94921875,0
2026-02-27 12:15:00+05:30,25285.349609375,25313.150390625,25269.650390625,25289.69921875,0
2026-02-27 13:15:00+05:30,25288.80078125,25352.05078125,25281.650390625,25324.55078125,0
2026-02-27 14:15:00+05:30,25324.19921875,25328.900390625,25142.349609375,25167.900390625,0
2026-02-27 15:15:00+05:30,25168.80078125,25189.099609375,25159.349609375,25181.80078125,0
2026-03-02 09:15:00+05:30,24723.400390625,24988.75,24722.0,24884.849609375,0
2026-03-02 10:15:00+05:30,24885.349609375,24887.849609375,24812.25,24843.19921875,0
2026-03-02 11:15:00+05:30,24844.80078125,24849.19921875,24743.25,24744.55078125,0
2026-03-02 12:15:00+05:30,24743.5,24756.0,24679.099609375,24695.5,0
2026-03-02 13:15:00+05:30,24695.650390625,24795.5,24603.94921875,24787.400390625,0
2026-03-02 14:15:00+05:30,24787.5,24904.80078125,24722.5,24904.80078125,0
2026-03-02 15:15:00+05:30,24905.25,24914.849609375,24845.19921875,24849.75,0
2026-03-04 09:15:00+05:30,24421.44921875,24471.19921875,24306.599609375,24413.650390625,0
2026-03-04 10:15:00+05:30,24413.650390625,24461.349609375,24375.69921875,24435.44921875,0
2026-03-04 11:15:00+05:30,24436.400390625,24438.900390625,24354.150390625,24379.849609375,0
2026-03-04 12:15:00+05:30,24381.150390625,24461.0,24357.75,24461.0,0
2026-03-04 13:15:00+05:30,24461.44921875,24556.44921875,24415.75,24554.94921875,0
2026-03-04 14:15:00+05:30,24555.349609375,24602.0,24457.44921875,24465.94921875,0
2026-03-04 15:15:00+05:30,24464.849609375,24482.150390625,24451.05078125,24473.94921875,0
2026-03-05 09:15:00+05:30,24615.900390625,24656.5,24530.69921875,24596.25,0
2026-03-05 10:15:00+05:30,24597.05078125,24672.5,24538.55078125,24643.19921875,0
2026-03-05 11:15:00+05:30,24639.849609375,24662.94921875,24556.900390625,24615.5,0
2026-03-05 12:15:00+05:30,24615.650390625,24665.94921875,24592.900390625,24639.650390625,0
2026-03-05 13:15:00+05:30,24640.69921875,24671.30078125,24547.349609375,24553.75,0
2026-03-05 14:15:00+05:30,24554.150390625,24853.900390625,24529.55078125,24714.80078125,0
2026-03-05 15:15:00+05:30,24716.0,24759.400390625,24706.05078125,24737.44921875,0
2026-03-06 09:15:00+05:30,24656.400390625,24688.099609375,24588.349609375,24653.349609375,0
2026-03-06 10:15:00+05:30,24652.349609375,24675.650390625,24575.75,24617.599609375,0
2026-03-06 11:15:00+05:30,24617.400390625,24654.55078125,24593.900390625,24608.849609375,0
2026-03-06 12:15:00+05:30,24608.599609375,24623.349609375,24576.05078125,24602.650390625,0
2026-03-06 13:15:00+05:30,24602.05078125,24623.5,24543.80078125,24585.75,0
2026-03-06 14:15:00+05:30,24587.19921875,24616.44921875,24431.5,24441.650390625,0
2026-03-06 15:15:00+05:30,24441.099609375,24474.400390625,24416.650390625,24469.400390625,0
2026-03-09 09:15:00+05:30,23868.05078125,23958.099609375,23697.849609375,23807.25,0
2026-03-09 10:15:00+05:30,23806.19921875,23896.0,23744.849609375,23818.599609375,0
2026-03-09 11:15:00+05:30,23819.5,23932.0,23787.349609375,23855.80078125,0
2026-03-09 12:15:00+05:30,23855.349609375,23918.19921875,23834.099609375,23870.69921875,0
2026-03-09 13:15:00+05:30,23869.69921875,23937.55078125,23853.849609375,23881.349609375,0
2026-03-09 14:15:00+05:30,23883.599609375,24075.849609375,23863.94921875,24047.80078125,0
2026-03-09 15:15:00+05:30,24047.69921875,24056.150390625,23994.69921875,24007.599609375,0
2026-03-10 09:15:00+05:30,24287.099609375,24296.900390625,24079.94921875,24151.05078125,0
2026-03-10 10:15:00+05:30,24151.5,24233.19921875,24149.30078125,24222.400390625,0
2026-03-10 11:15:00+05:30,24222.19921875,24255.30078125,24172.5,24172.5,0
2026-03-10 12:15:00+05:30,24173.099609375,24236.5,24142.44921875,24209.349609375,0
2026-03-10 13:15:00+05:30,24209.900390625,24294.0,24190.400390625,24285.94921875,0
2026-03-10 14:15:00+05:30,24286.25,24296.650390625,24201.94921875,24258.0,0
2026-03-10 15:15:00+05:30,24257.400390625,24302.5,24254.0,24286.150390625,0
2026-03-11 09:15:00+05:30,24262.69921875,24298.44921875,24109.849609375,24116.5,0
2026-03-11 10:15:00+05:30,24117.099609375,24141.94921875,24049.400390625,24071.400390625,0
2026-03-11 11:15:00+05:30,24073.75,24073.75,23972.349609375,24011.599609375,0
2026-03-11 12:15:00+05:30,24012.55078125,24024.19921875,23920.30078125,23929.650390625,0
2026-03-11 13:15:00+05:30,23930.69921875,24005.349609375,23914.19921875,23939.94921875,0
2026-03-11 14:15:00+05:30,23940.94921875,23977.05078125,23855.25,23861.900390625,0
2026-03-11 15:15:00+05:30,23864.19921875,23879.599609375,23837.05078125,23848.19921875,0
2026-03-12 09:15:00+05:30,23686.599609375,23696.349609375,23557.849609375,23610.150390625,0
2026-03-12 10:15:00+05:30,23610.5,23773.650390625,23589.900390625,23741.05078125,0
2026-03-12 11:15:00+05:30,23741.75,23756.650390625,23665.0,23749.349609375,0
2026-03-12 12:15:00+05:30,23751.150390625,23759.19921875,23656.400390625,23715.25,0
2026-03-12 13:15:00+05:30,23718.30078125,23832.650390625,23695.80078125,23738.900390625,0
2026-03-12 14:15:00+05:30,23739.349609375,23758.150390625,23605.55078125,23633.900390625,0
2026-03-12 15:15:00+05:30,23636.349609375,23652.150390625,23624.599609375,23639.349609375,0
2026-03-13 09:15:00+05:30,23472.80078125,23491.900390625,23311.849609375,23329.80078125,0
2026-03-13 10:15:00+05:30,23330.94921875,23379.55078125,23306.5,23321.650390625,0
2026-03-13 11:15:00+05:30,23323.55078125,23414.900390625,23309.650390625,23336.150390625,0
2026-03-13 12:15:00+05:30,23338.900390625,23338.900390625,23175.05078125,23175.69921875,0
2026-03-13 13:15:00+05:30,23178.349609375,23205.5,23113.30078125,23201.849609375,0
2026-03-13 14:15:00+05:30,23203.650390625,23258.599609375,23125.099609375,23162.55078125,0
2026-03-13 15:15:00+05:30,23161.44921875,23173.849609375,23138.5,23170.900390625,0
2026-03-16 09:15:00+05:30,23125.650390625,23284.349609375,23106.44921875,23155.19921875,0
2026-03-16 10:15:00+05:30,23154.349609375,23154.349609375,22955.55078125,23092.349609375,0
2026-03-16 11:15:00+05:30,23093.55078125,23218.150390625,23090.69921875,23162.849609375,0
2026-03-16 12:15:00+05:30,23163.30078125,23196.44921875,23086.349609375,23116.80078125,0
2026-03-16 13:15:00+05:30,23117.94921875,23180.69921875,23092.849609375,23155.30078125,0
2026-03-16 14:15:00+05:30,23155.05078125,23502.0,23134.599609375,23435.25,0
2026-03-16 15:15:00+05:30,23435.80078125,23436.05078125,23338.599609375,23355.599609375,0
2026-03-17 09:15:00+05:30,23493.19921875,23536.849609375,23347.400390625,23526.0,0
2026-03-17 10:15:00+05:30,23525.849609375,23576.55078125,23443.0,23470.55078125,0
2026-03-17 11:15:00+05:30,23471.44921875,23479.5,23355.69921875,23435.30078125,0
2026-03-17 12:15:00+05:30,23435.150390625,23533.5,23380.349609375,23531.599609375,0
2026-03-17 13:15:00+05:30,23532.94921875,23608.900390625,23504.150390625,23600.44921875,0
2026-03-17 14:15:00+05:30,23600.0,23656.19921875,23526.849609375,23607.5,0
2026-03-17 15:15:00+05:30,23607.05078125,23607.650390625,23546.55078125,23557.5,0
2026-03-18 09:15:00+05:30,23634.30078125,23754.349609375,23630.25,23664.30078125,0
2026-03-18 10:15:00+05:30,23664.94921875,23790.75,23664.650390625,23785.30078125,0
2026-03-18 11:15:00+05:30,23784.69921875,23835.099609375,23770.599609375,23779.650390625,0
2026-03-18 12:15:00+05:30,23779.19921875,23803.19921875,23760.900390625,23803.19921875,0
2026-03-18 13:15:00+05:30,23802.400390625,23858.75,23792.400390625,23817.650390625,0
2026-03-18 14:15:00+05:30,23817.5,23861.80078125,23766.900390625,23792.55078125,0
2026-03-18 15:15:00+05:30,23792.349609375,23792.900390625,23730.650390625,23764.099609375,0
2026-03-19 09:15:00+05:30,23209.099609375,23371.75,23209.099609375,23236.650390625,0
2026-03-19 10:15:00+05:30,23234.75,23317.80078125,23204.05078125,23220.94921875,0
2026-03-19 11:15:00+05:30,23221.349609375,23268.75,23207.55078125,23265.5,0
2026-03-19 12:15:00+05:30,23265.5,23281.19921875,23194.69921875,23200.25,0
2026-03-19 13:15:00+05:30,23200.349609375,23217.849609375,23088.94921875,23111.30078125,0
2026-03-19 14:15:00+05:30,23111.55078125,23137.05078125,22931.94921875,22987.25,0
2026-03-19 15:15:00+05:30,22987.55078125,23093.900390625,22977.650390625,23087.849609375,0
2026-03-20 09:15:00+05:30,23130.599609375,23318.900390625,23130.599609375,23243.650390625,0
2026-03-20 10:15:00+05:30,23243.400390625,23317.900390625,23200.650390625,23289.150390625,0
2026-03-20 11:15:00+05:30,23288.94921875,23344.900390625,23210.900390625,23233.05078125,0
2026-03-20 12:15:00+05:30,23234.150390625,23251.19921875,23120.349609375,23231.5,0
2026-03-20 13:15:00+05:30,23232.0,23272.400390625,23185.25,23199.150390625,0
2026-03-20 14:15:00+05:30,23200.05078125,23205.75,23067.900390625,23106.849609375,0
2026-03-20 15:15:00+05:30,23106.25,23139.80078125,23078.69921875,23134.650390625,0
2026-03-23 09:15:00+05:30,22837.19921875,22838.349609375,22571.400390625,22572.30078125,0
2026-03-23 10:15:00+05:30,22571.94921875,22587.5,22505.0,22554.150390625,0
2026-03-23 11:15:00+05:30,22554.599609375,22571.599609375,22508.30078125,22535.349609375,0
2026-03-23 12:15:00+05:30,22534.25,22555.900390625,22472.099609375,22489.099609375,0
2026-03-23 13:15:00+05:30,22489.69921875,22661.150390625,22482.849609375,22618.69921875,0
2026-03-23 14:15:00+05:30,22619.650390625,22656.44921875,22486.099609375,22509.25,0
2026-03-23 15:15:00+05:30,22509.55078125,22510.69921875,22478.099609375,22492.650390625,0
2026-03-24 09:15:00+05:30,22854.05078125,22897.650390625,22682.30078125,22708.099609375,0
2026-03-24 10:15:00+05:30,22706.94921875,22766.80078125,22624.900390625,22698.25,0
2026-03-24 11:15:00+05:30,22699.400390625,22827.80078125,22689.55078125,22761.44921875,0
2026-03-24 12:15:00+05:30,22761.900390625,23025.19921875,22753.349609375,22990.5,0
2026-03-24 13:15:00+05:30,22990.75,23057.099609375,22950.599609375,22992.349609375,0
2026-03-24 14:15:00+05:30,22993.19921875,23037.900390625,22875.349609375,22898.650390625,0
2026-03-24 15:15:00+05:30,22901.150390625,22961.69921875,22881.30078125,22958.400390625,0
2026-03-25 09:15:00+05:30,23067.75,23310.099609375,23067.75,23305.55078125,0
2026-03-25 10:15:00+05:30,23306.599609375,23433.55078125,23283.349609375,23432.55078125,0
2026-03-25 11:15:00+05:30,23432.30078125,23442.0,23343.5,23440.349609375,0
2026-03-25 12:15:00+05:30,23439.94921875,23465.25,23369.69921875,23392.599609375,0
2026-03-25 13:15:00+05:30,23392.19921875,23462.80078125,23371.55078125,23390.75,0
